Year	Date	Max_Temp	ROW
1879	6/16/1879	21.9	4
1879	6/17/1879	23.3	4
1879	6/18/1879	23.3	4
1879	6/19/1879	24.1	4
1879	6/20/1879	24.1	4
1879	6/21/1879	22.7	4
1879	6/22/1879	22.4	4
1879	6/23/1879	21.5	4
1879	6/24/1879	23.1	4
1879	6/25/1879		4
1879	6/26/1879	24.8	4
1879	6/27/1879	21.1	4
1879	6/28/1879	22	4
1879	6/29/1879	23.1	4
1879	6/30/1879	24.2	4
1879	7/1/1879	25.7	4
1879	7/2/1879	27.1	4
1879	7/3/1879	26.9	4
1879	7/4/1879	27	4
1879	7/5/1879	26.3	4
1879	7/6/1879	25.7	4
1879	7/7/1879	27.7	4
1879	7/8/1879	28.2	4
1879	7/9/1879	22.5	4
1879	7/10/1879	24.7	4
1879	7/11/1879	25.4	4
1879	7/12/1879	24.4	4
1879	7/13/1879	22.6	4
1879	7/14/1879	23.4	4
1879	7/15/1879	22.8	4
1879	7/16/1879	24.1	4
1879	7/17/1879	26	4
1879	7/18/1879	27.3	4
1879	7/19/1879	28.1	4
1879	7/20/1879	27.3	4
1879	7/21/1879	27.6	4
1879	7/22/1879	27.4	4
1879	7/23/1879	27	4
1879	7/24/1879	27.3	4
1879	7/25/1879	27.9	4
1879	7/26/1879	28.4	4
1879	7/27/1879	26.4	4
1879	7/28/1879	26.4	4
1879	7/29/1879	26	4
1879	7/30/1879	26.2	4
1879	7/31/1879	26.8	4
1879	8/1/1879	26.7	4
1879	8/2/1879	28	4
1879	8/3/1879	27.2	4
1879	8/4/1879	28.1	4
1879	8/5/1879	29.1	4
1879	8/6/1879	27.6	4
1879	8/7/1879	25.6	4
1879	8/8/1879	25.1	4
1879	8/9/1879	23.6	4
1879	8/10/1879	26.1	4
1879	8/11/1879	25.8	4
1879	8/12/1879	25.9	4
1879	8/13/1879	25.8	4
1879	8/14/1879	27.8	4
1879	8/15/1879	28.7	4
1879	8/16/1879	28.2	4
1879	8/17/1879	27.1	4
1879	8/18/1879	27.2	4
1879	8/19/1879	27.1	4
1879	8/20/1879	25.9	4
1879	8/21/1879	26.4	4
1879	8/22/1879	25.6	4
1879	8/23/1879	25.1	4
1879	8/24/1879	24.2	4
1879	8/25/1879	26.4	4
1879	8/26/1879	26.9	4
1879	8/27/1879	26.6	4
1879	8/28/1879	26.6	4
1879	8/29/1879	27.4	4
1879	8/30/1879	26.8	4
1879	8/31/1879	27.5	4
1879	9/1/1879	24.4	4
1879	9/2/1879	24.4	4
1879	9/3/1879	23.9	4
1879	9/4/1879	23.8	4
1879	9/5/1879	23.6	4
1879	9/6/1879	22.3	4
1879	9/7/1879	21.4	4
1879	9/8/1879	21.4	4
1879	9/9/1879	20.1	4
1879	9/10/1879	19.9	4
1879	9/11/1879	19.2	4
1879	9/12/1879	17.6	4
1879	9/13/1879	17.9	4
1879	9/14/1879	23.4	4
1879	9/15/1879	21.8	4
1879	9/16/1879	20.4	4
1879	9/17/1879	20.4	4
1879	9/18/1879	20.7	4
1879	9/19/1879	22.3	4
1879	9/20/1879	21.5	4
1879	9/21/1879	23.7	4
1879	9/22/1879	22.4	4
1879	9/23/1879	19.4	4
1879	9/24/1879	18.9	4
1879	9/25/1879	21.5	4
1879	9/26/1879	20.3	4
1879	9/27/1879	18.4	4
1879	9/28/1879	19.8	4
1879	9/29/1879	21.6	4
1879	9/30/1879	23.2	4
1880	6/1/1880	15.9	5
1880	6/2/1880	15.1	5
1880	6/3/1880	17.3	5
1880	6/4/1880	19.3	5
1880	6/5/1880	19.7	5
1880	6/6/1880	21.1	5
1880	6/7/1880	22.4	5
1880	6/8/1880	22.5	5
1880	6/9/1880	20.2	5
1880	6/10/1880	20.2	5
1880	6/11/1880	18.9	5
1880	6/12/1880	19.6	5
1880	6/13/1880	20.1	5
1880	6/14/1880	20.2	5
1880	6/15/1880	21.3	5
1880	6/16/1880	19.3	5
1880	6/17/1880	21.3	5
1880	6/18/1880	19.1	5
1880	6/19/1880	19.2	5
1880	6/20/1880	17.9	5
1880	6/21/1880	16.2	5
1880	6/22/1880	19.6	5
1880	6/23/1880	19.9	5
1880	6/24/1880	17.6	5
1880	6/25/1880	17.8	5
1880	6/26/1880	21.5	5
1880	6/27/1880	22.4	5
1880	6/28/1880	22.6	5
1880	6/29/1880	22.9	5
1880	6/30/1880	23.1	5
1880	7/1/1880	20.4	5
1880	7/2/1880	21.6	5
1880	7/3/1880	20.4	5
1880	7/4/1880	23.2	5
1880	7/5/1880	20.8	5
1880	7/6/1880	22.3	5
1880	7/7/1880	24.7	5
1880	7/8/1880	26.3	5
1880	7/9/1880	25.1	5
1880	7/10/1880	25.2	5
1880	7/11/1880	26	5
1880	7/12/1880	25.8	5
1880	7/13/1880	24.8	5
1880	7/14/1880	23.6	5
1880	7/15/1880	25.1	5
1880	7/16/1880	23.9	5
1880	7/17/1880	23.3	5
1880	7/18/1880	23.8	5
1880	7/19/1880	24.3	5
1880	7/20/1880	23.8	5
1880	7/21/1880	22.1	5
1880	7/22/1880	22.3	5
1880	7/23/1880	24.9	5
1880	7/24/1880	25	5
1880	7/25/1880	23.9	5
1880	7/26/1880	24.7	5
1880	7/27/1880	26.4	5
1880	7/28/1880	24.6	5
1880	7/29/1880	26.7	5
1880	7/30/1880	26.9	5
1880	7/31/1880	27.7	5
1880	8/1/1880	28	5
1880	8/2/1880	27.4	5
1880	8/3/1880	26.2	5
1880	8/4/1880	26.2	5
1880	8/5/1880	26.5	5
1880	8/6/1880	26.3	5
1880	8/7/1880	26.4	5
1880	8/8/1880	25.1	5
1880	8/9/1880	25.3	5
1880	8/10/1880	25.1	5
1880	8/11/1880	24.6	5
1880	8/12/1880	24.1	5
1880	8/13/1880	25.7	5
1880	8/14/1880	25.9	5
1880	8/15/1880	26.2	5
1880	8/16/1880	26.7	5
1880	8/17/1880	26.7	5
1880	8/18/1880	25.8	5
1880	8/19/1880	25	5
1880	8/20/1880	25.1	5
1880	8/21/1880	25.7	5
1880	8/22/1880	25.9	5
1880	8/23/1880	26.4	5
1880	8/24/1880	27.7	5
1880	8/25/1880	26.8	5
1880	8/26/1880	27.5	5
1880	8/27/1880	22.8	5
1880	8/28/1880	23.2	5
1880	8/29/1880	22.4	5
1880	8/30/1880	22.9	5
1880	8/31/1880	20.7	5
1880	9/1/1880	21.2	5
1880	9/2/1880	21.9	5
1880	9/3/1880	21.9	5
1880	9/4/1880	23	5
1880	9/5/1880	21.2	5
1880	9/6/1880	21.3	5
1880	9/7/1880	23.9	5
1880	9/8/1880	24.3	5
1880	9/9/1880	24.2	5
1880	9/10/1880	25.3	5
1880	9/11/1880	25.5	5
1880	9/12/1880	23.3	5
1880	9/13/1880	24	5
1880	9/14/1880	24.4	5
1880	9/15/1880	25.2	5
1880	9/16/1880	24.1	5
1880	9/17/1880	21.3	5
1880	9/18/1880	22	5
1880	9/19/1880	23	5
1880	9/20/1880	23.6	5
1880	9/21/1880	23.4	5
1880	9/22/1880	24.2	5
1880	9/23/1880	26.8	5
1880	9/24/1880	20.1	5
1880	9/25/1880	20.5	5
1880	9/26/1880	20.6	5
1880	9/27/1880	19.4	5
1880	9/28/1880	18.9	5
1880	9/29/1880	18.9	5
1880	9/30/1880	17.7	5
1881	6/1/1881	18.1	6
1881	6/2/1881	18.2	6
1881	6/3/1881	20.8	6
1881	6/4/1881	19.7	6
1881	6/5/1881	22.1	6
1881	6/6/1881	20.1	6
1881	6/7/1881	18	6
1881	6/8/1881	19.5	6
1881	6/9/1881	18.4	6
1881	6/10/1881	18.3	6
1881	6/11/1881	21.2	6
1881	6/12/1881	22.1	6
1881	6/13/1881	24.2	6
1881	6/14/1881	26.5	6
1881	6/15/1881	25.8	6
1881	6/16/1881	24.3	6
1881	6/17/1881	23.5	6
1881	6/18/1881	20	6
1881	6/19/1881	21.5	6
1881	6/20/1881	19.2	6
1881	6/21/1881	21.2	6
1881	6/22/1881	23.1	6
1881	6/23/1881	23.1	6
1881	6/24/1881	23.3	6
1881	6/25/1881	21.8	6
1881	6/26/1881	20.3	6
1881	6/27/1881	17.9	6
1881	6/28/1881	20.7	6
1881	6/29/1881	23.6	6
1881	6/30/1881	23.4	6
1881	7/1/1881	22.5	6
1881	7/2/1881	23.8	6
1881	7/3/1881	25.4	6
1881	7/4/1881	22.6	6
1881	7/5/1881	19.7	6
1881	7/6/1881	17.9	6
1881	7/7/1881	18.1	6
1881	7/8/1881	21.5	6
1881	7/9/1881	23.8	6
1881	7/10/1881	23.8	6
1881	7/11/1881	25.2	6
1881	7/12/1881	24.1	6
1881	7/13/1881	19.7	6
1881	7/14/1881	22.5	6
1881	7/15/1881	25.1	6
1881	7/16/1881	24.7	6
1881	7/17/1881	25.2	6
1881	7/18/1881	25.7	6
1881	7/19/1881	24.3	6
1881	7/20/1881	22.8	6
1881	7/21/1881	24.3	6
1881	7/22/1881	24.6	6
1881	7/23/1881	25.9	6
1881	7/24/1881	26.4	6
1881	7/25/1881	24.6	6
1881	7/26/1881	25.4	6
1881	7/27/1881	26.2	6
1881	7/28/1881	26	6
1881	7/29/1881	26.6	6
1881	7/30/1881	26.8	6
1881	7/31/1881	27.4	6
1881	8/1/1881	25.5	6
1881	8/2/1881	23.8	6
1881	8/3/1881	24.6	6
1881	8/4/1881	21.6	6
1881	8/5/1881	23.8	6
1881	8/6/1881	25.3	6
1881	8/7/1881	26.4	6
1881	8/8/1881	27.3	6
1881	8/9/1881	27.4	6
1881	8/10/1881	26.7	6
1881	8/11/1881	27.4	6
1881	8/12/1881	27.9	6
1881	8/13/1881	28.1	6
1881	8/14/1881	28.1	6
1881	8/15/1881	26.2	6
1881	8/16/1881	28.4	6
1881	8/17/1881	27.3	6
1881	8/18/1881	27.5	6
1881	8/19/1881	26.9	6
1881	8/20/1881	26.8	6
1881	8/21/1881	27	6
1881	8/22/1881	28.3	6
1881	8/23/1881	27.9	6
1881	8/24/1881	27.8	6
1881	8/25/1881	27.9	6
1881	8/26/1881	27.1	6
1881	8/27/1881	27.2	6
1881	8/28/1881	26.5	6
1881	8/29/1881	27	6
1881	8/30/1881	27.8	6
1881	8/31/1881	26.1	6
1881	9/1/1881	26.9	6
1881	9/2/1881	28.1	6
1881	9/3/1881	29	6
1881	9/4/1881	27.9	6
1881	9/5/1881	27.4	6
1881	9/6/1881	27.5	6
1881	9/7/1881	27	6
1881	9/8/1881	24.7	6
1881	9/9/1881	22.2	6
1881	9/10/1881	18.2	6
1881	9/11/1881	18.6	6
1881	9/12/1881	21.4	6
1881	9/13/1881	20.1	6
1881	9/14/1881	26.7	6
1881	9/15/1881	25.7	6
1881	9/16/1881	23.9	6
1881	9/17/1881	25.6	6
1881	9/18/1881	25.1	6
1881	9/19/1881	27.1	6
1881	9/20/1881	20.6	6
1881	9/21/1881	15.3	6
1881	9/22/1881	15.2	6
1881	9/23/1881	15.1	6
1881	9/24/1881	17.1	6
1881	9/25/1881	19.1	6
1881	9/26/1881	18.4	6
1881	9/27/1881	25.2	6
1881	9/28/1881	22.7	6
1881	9/29/1881	19.3	6
1881	9/30/1881	18.6	6
1882	6/1/1882	19.9	7
1882	6/2/1882	20.5	7
1882	6/3/1882	20.6	7
1882	6/4/1882	20.9	7
1882	6/5/1882	19.6	7
1882	6/6/1882	17.8	7
1882	6/7/1882	19.8	7
1882	6/8/1882	20.9	7
1882	6/9/1882	17.3	7
1882	6/10/1882	20.4	7
1882	6/11/1882	17.7	7
1882	6/12/1882	18.7	7
1882	6/13/1882	20.4	7
1882	6/14/1882	18.3	7
1882	6/15/1882	21.1	7
1882	6/16/1882	21.2	7
1882	6/17/1882	19.2	7
1882	6/18/1882	19.6	7
1882	6/19/1882	20.5	7
1882	6/20/1882	20.9	7
1882	6/21/1882	21.7	7
1882	6/22/1882	23	7
1882	6/23/1882	24	7
1882	6/24/1882	20.4	7
1882	6/25/1882	18.4	7
1882	6/26/1882	20.8	7
1882	6/27/1882	22.4	7
1882	6/28/1882	21.2	7
1882	6/29/1882	21.4	7
1882	6/30/1882	22.2	7
1882	7/1/1882	21.2	7
1882	7/2/1882	22.8	7
1882	7/3/1882	23.6	7
1882	7/4/1882	22.2	7
1882	7/5/1882	19.5	7
1882	7/6/1882	21.5	7
1882	7/7/1882	21.7	7
1882	7/8/1882	22.6	7
1882	7/9/1882	23.8	7
1882	7/10/1882	24.4	7
1882	7/11/1882	21.7	7
1882	7/12/1882	20.1	7
1882	7/13/1882	20.7	7
1882	7/14/1882	21.7	7
1882	7/15/1882	23.3	7
1882	7/16/1882	23.7	7
1882	7/17/1882	24.4	7
1882	7/18/1882	25.2	7
1882	7/19/1882	24.6	7
1882	7/20/1882	25.6	7
1882	7/21/1882	25.7	7
1882	7/22/1882	27.3	7
1882	7/23/1882		7
1882	7/24/1882	27.3	7
1882	7/25/1882	27.3	7
1882	7/26/1882	28.1	7
1882	7/27/1882	28.3	7
1882	7/28/1882	28.1	7
1882	7/29/1882	26.4	7
1882	7/30/1882	26.9	7
1882	7/31/1882	27.1	7
1882	8/1/1882	26.8	7
1882	8/2/1882	26.5	7
1882	8/3/1882	26.3	7
1882	8/4/1882	24.8	7
1882	8/5/1882	26.6	7
1882	8/6/1882	24.4	7
1882	8/7/1882	26	7
1882	8/8/1882	26.4	7
1882	8/9/1882	25.6	7
1882	8/10/1882	23.2	7
1882	8/11/1882	22	7
1882	8/12/1882	23.2	7
1882	8/13/1882	26.1	7
1882	8/14/1882	27.1	7
1882	8/15/1882	27.2	7
1882	8/16/1882	25.2	7
1882	8/17/1882	24.3	7
1882	8/18/1882	22.7	7
1882	8/19/1882	23.1	7
1882	8/20/1882	22.2	7
1882	8/21/1882	22.6	7
1882	8/22/1882	25.3	7
1882	8/23/1882	25.7	7
1882	8/24/1882	24.8	7
1882	8/25/1882	23.8	7
1882	8/26/1882	22.8	7
1882	8/27/1882	24.2	7
1882	8/28/1882	24	7
1882	8/29/1882		7
1882	8/30/1882	23.2	7
1882	8/31/1882	24.5	7
1882	9/1/1882	26.3	7
1882	9/2/1882	25.6	7
1882	9/3/1882	20.7	7
1882	9/4/1882	22.1	7
1882	9/5/1882	22.5	7
1882	9/6/1882	22.5	7
1882	9/7/1882	24.4	7
1882	9/8/1882	25.1	7
1882	9/9/1882	20.6	7
1882	9/10/1882	20.6	7
1882	9/11/1882	20.3	7
1882	9/12/1882	21.5	7
1882	9/13/1882	20	7
1882	9/14/1882	22.9	7
1882	9/15/1882	23.3	7
1882	9/16/1882	21.1	7
1882	9/17/1882	19.7	7
1882	9/18/1882	16.8	7
1882	9/19/1882	18.5	7
1882	9/20/1882	21	7
1882	9/21/1882	22.1	7
1882	9/22/1882	21.1	7
1882	9/23/1882	21.5	7
1882	9/24/1882	18.7	7
1882	9/25/1882	20.1	7
1882	9/26/1882	20	7
1882	9/27/1882	20.3	7
1882	9/28/1882	20.9	7
1882	9/29/1882	18.9	7
1882	9/30/1882	13.4	7
1883	6/1/1883	18.5	8
1883	6/2/1883	18.4	8
1883	6/3/1883	19.6	8
1883	6/4/1883	17.7	8
1883	6/5/1883	15.8	8
1883	6/6/1883	12.5	8
1883	6/7/1883	15.3	8
1883	6/8/1883	15.6	8
1883	6/9/1883	16.6	8
1883	6/10/1883	17.5	8
1883	6/11/1883	17.7	8
1883	6/12/1883	18	8
1883	6/13/1883	18.2	8
1883	6/14/1883	19.8	8
1883	6/15/1883	20.1	8
1883	6/16/1883	21.4	8
1883	6/17/1883	21.9	8
1883	6/18/1883	22.9	8
1883	6/19/1883	23.2	8
1883	6/20/1883	24.8	8
1883	6/21/1883	23.1	8
1883	6/22/1883	19.9	8
1883	6/23/1883	22.3	8
1883	6/24/1883	23.2	8
1883	6/25/1883	20.8	8
1883	6/26/1883	19.5	8
